hierarchyId	pCFID	name	fileName	verb	object	process
5.2.1.5	20046	Determine availability of skills to deliver on current and forecast customer orders	20046-DetermineAvailabilityOfSkillsToDeliverOnCurrentAndForecastCustomerOrders.mdx	Determine	Availability Of Skills To Deliver On Current And Forecast Customer Orders	Manage service delivery resource demand
5.2.1.6	20047	Monitor activity against forecast and revise forecast	20047-MonitorActivityAgainstForecastAndReviseForecast.mdx	Monitor	Activity Against Forecast And Revise Forecast	Manage service delivery resource demand
5.2.1.7	20048	Evaluate and revise forecasting approach	20048-EvaluateAndReviseForecastingApproach.mdx	Evaluate	And Revise Forecasting Approach	Manage service delivery resource demand
5.2.1.8	20049	Measure forecast accuracy	20049-MeasureForecastAccuracy.mdx	Measure	Forecast Accuracy	Manage service delivery resource demand
5.2.2.1	20051	Define and manage skills taxonomy	20051-DefineAndManageSkillsTaxonomy.mdx	Define	And Manage Skills Taxonomy	Create and manage resource plan
5.2.2.2	20052	Create resource plan	20052-CreateResourcePlan.mdx	Create	Resource Plan	Create and manage resource plan
5.2.2.3	20053	Match resource demand with capacity, skills, and capabilities	20053-MatchResourceDemandWithCapacitySkillsAndCapabilities.mdx	Match	Resource Demand With Capacity, Skills, And Capabilities	Create and manage resource plan
5.2.2.4	20054	Collaborate with suppliers and partners to supplement skills and capabilities	20054-CollaborateWithSuppliersAndPartnersToSupplementSkillsAndCapabilities.mdx	Collaborate	With Suppliers And Partners To Supplement Skills And Capabilities	Create and manage resource plan
5.2.2.5	20055	Identify critical resources and supplier capacity	20055-IdentifyCriticalResourcesAndSupplierCapacity.mdx	Identify	Critical Resources And Supplier Capacity	Create and manage resource plan
5.2.2.6	20056	Monitor and manage resource capacity and availability	20056-MonitorAndManageResourceCapacityAndAvailability.mdx	Monitor	And Manage Resource Capacity And Availability	Create and manage resource plan
5.2.3.1	12128	Develop service delivery training plan	12128-DevelopServiceDeliveryTrainingPlan.mdx	Develop	Service Delivery Training Plan	Enable service-delivery resources
5.2.3.2	12129	Develop training materials	12129-DevelopTrainingMaterials.mdx	Develop	Training Materials	Enable service-delivery resources
5.2.3.3	12131	Manage training schedule	12131-ManageTrainingSchedule.mdx	Manage	Training Schedule	Enable service-delivery resources
5.2.3.4	12132	Deliver operations training	12132-DeliverOperationsTraining.mdx	Deliver	Operations Training	Enable service-delivery resources
5.2.3.5	12133	Deliver technical training	12133-DeliverTechnicalTraining.mdx	Deliver	Technical Training	Enable service-delivery resources
5.2.3.6	20057	Perform skill and capability testing	20057-PerformSkillAndCapabilityTesting.mdx	Perform	Skill And Capability Testing	Enable service-delivery resources
5.2.3.7	12135	Evaluate training effectiveness	12135-EvaluateTrainingEffectiveness.mdx	Evaluate	Training Effectiveness	Enable service-delivery resources
5.3.1.1	20060	Review contract and agreed terms	20060-ReviewContractAndAgreedTerms.mdx	Review	Contract And Agreed Terms	Initiate service delivery
5.3.1.2	20061	Understand customer requirements and define refine approach	20061-UnderstandCustomerRequirementsAndDefineRefineApproach.mdx	Understand	Customer Requirements And Define Refine Approach	Initiate service delivery
5.3.1.3	20062	Modify/revise and approve project plan	20062-ModifyReviseAndApproveProjectPlan.mdx	Modify/revise	And Approve Project Plan	Initiate service delivery
5.3.1.4	20063	Review customer business objectives	20063-ReviewCustomerBusinessObjectives.mdx	Review	Customer Business Objectives	Initiate service delivery
5.3.1.5	20064	Confirm environmental readiness	20064-ConfirmEnvironmentalReadiness.mdx	Confirm	Environmental Readiness	Initiate service delivery
5.3.1.6	20065	Identify, select, and assign resources	20065-IdentifySelectAndAssignResources.mdx	Identify,	Select, And Assign Resources	Initiate service delivery
5.3.1.7	20068	Plan for service delivery	20068-PlanForServiceDelivery.mdx	Plan	For Service Delivery	Initiate service delivery
5.3.2.1	20070	Analyze environment and customer needs	20070-AnalyzeEnvironmentAndCustomerNeeds.mdx	Analyze	Environment And Customer Needs	Execute service delivery
5.3.2.2	20071	Define solution	20071-DefineSolution.mdx	Define	Solution	Execute service delivery
5.3.2.3	20072	Validate solution	20072-ValidateSolution.mdx	Validate	Solution	Execute service delivery
5.3.2.4	20073	Identify changes	20073-IdentifyChanges.mdx	Identify	Changes	Execute service delivery
5.3.2.5	20074	Obtain approval to proceed	20074-ObtainApprovalToProceed.mdx	Obtain	Approval To Proceed	Execute service delivery
5.3.2.6	20075	Make build/buy solution	20075-MakeBuildBuySolution.mdx	Make	Build/buy Solution	Execute service delivery
5.3.2.7	20076	Deploy solution	20076-DeploySolution.mdx	Deploy	Solution	Execute service delivery
5.3.3.1	20078	Conduct service delivery/project review and evaluate success	20078-ConductServiceDeliveryProjectReviewAndEvaluateSuccess.mdx	Conduct	Service Delivery/project Review And Evaluate Success	Complete service delivery
5.3.3.2	20079	Complete/finalize financial management activities	20079-CompleteFinalizeFinancialManagementActivities.mdx	Complete/finalize	Financial Management Activities	Complete service delivery
5.3.3.3	20080	Confirm delivery according to contract terms	20080-ConfirmDeliveryAccordingToContractTerms.mdx	Confirm	Delivery According To Contract Terms	Complete service delivery
5.3.3.4	20081	Release resources	20081-ReleaseResources.mdx	Release	Resources	Complete service delivery
5.3.3.5	20082	Manage service delivery completion	20082-ManageServiceDeliveryCompletion.mdx	Manage	Service Delivery Completion	Complete service delivery
5.3.3.6	20083	Harvest knowledge	20083-HarvestKnowledge.mdx	Harvest	Knowledge	Complete service delivery
5.3.3.7	20084	Archive records and update systems	20084-ArchiveRecordsAndUpdateSystems.mdx	Archive	Records And Update Systems	Complete service delivery
6.1.5.1	10384	Analyze existing customers	10384-AnalyzeExistingCustomers.mdx	Analyze	Existing Customers	Establish target service level for each customer segment
6.1.5.2	10385	Analyze feedback of customer's needs	10385-AnalyzeFeedbackOfCustomerSNeeds.mdx	Analyze	Feedback Of Customer's Needs	Establish target service level for each customer segment
6.1.6.1	16893	Determine and document warranty policies	16893-DetermineAndDocumentWarrantyPolicies.mdx	Determine	And Document Warranty Policies	Define and manage warranty offering
6.1.6.2	16890	Create and manage warranty rules/claim codes for products	16890-CreateAndManageWarrantyRulesClaimCodesForProducts.mdx	Create	And Manage Warranty Rules/claim Codes For Products	Define and manage warranty offering
6.1.6.3	19652	Agree on warranty responsibilities with suppliers	19652-AgreeOnWarrantyResponsibilitiesWithSuppliers.mdx	Agree	On Warranty Responsibilities With Suppliers	Define and manage warranty offering
6.1.6.4	19653	Define warranty related offerings for customers e.g. service contract	19653-DefineWarrantyRelatedOfferingsForCustomersEGServiceContract.mdx	Define	Warranty Related Offerings For Customers E.g. Service Contract	Define and manage warranty offering
6.1.6.5	12673	Communicate warranty policies and offerings	12673-CommunicateWarrantyPoliciesAndOfferings.mdx	Communicate	Warranty Policies And Offerings	Define and manage warranty offering
6.2.1.1	10390	Forecast volume of customer service contacts	10390-ForecastVolumeOfCustomerServiceContacts.mdx	Forecast	Volume Of Customer Service Contacts	Plan and manage customer service work force
6.2.1.2	10391	Schedule customer service work force	10391-ScheduleCustomerServiceWorkForce.mdx	Schedule	Customer Service Work Force	Plan and manage customer service work force
6.2.1.3	10392	Track work force utilization	10392-TrackWorkForceUtilization.mdx	Track	Work Force Utilization	Plan and manage customer service work force
6.2.1.4	10393	Monitor and evaluate quality of customer interactions with customer service representatives	10393-MonitorAndEvaluateQualityOfCustomerInteractionsWithCustomerServiceRepresentatives.mdx	Monitor	And Evaluate Quality Of Customer Interactions With Customer Service Representatives	Plan and manage customer service work force
6.2.2.1	10394	Receive customer problems, requests, and inquiries	10394-ReceiveCustomerProblemsRequestsAndInquiries.mdx	Receive	Customer Problems, Requests, And Inquiries	Manage customer service problems, requests, and inquiries
6.2.2.2	13482	Analyze problems, requests, and inquiries	13482-AnalyzeProblemsRequestsAndInquiries.mdx	Analyze	Problems, Requests, And Inquiries	Manage customer service problems, requests, and inquiries
6.2.2.3	10395	Resolve customer problems, requests, and inquiries	10395-ResolveCustomerProblemsRequestsAndInquiries.mdx	Resolve	Customer Problems, Requests, And Inquiries	Manage customer service problems, requests, and inquiries
6.2.2.4	10396	Respond to customer problems, requests, and inquiries	10396-RespondToCustomerProblemsRequestsAndInquiries.mdx	Respond	To Customer Problems, Requests, And Inquiries	Manage customer service problems, requests, and inquiries
6.2.2.5	16928	Identify and capture upsell/cross-sell opportunities	16928-IdentifyAndCaptureUpsellCrossSellOpportunities.mdx	Identify	And Capture Upsell/cross-sell Opportunities	Manage customer service problems, requests, and inquiries
6.2.2.6	16937	Deliver opportunity to sales team	16937-DeliverOpportunityToSalesTeam.mdx	Deliver	Opportunity To Sales Team	Manage customer service problems, requests, and inquiries
6.2.3.1	10397	Receive customer complaints	10397-ReceiveCustomerComplaints.mdx	Receive	Customer Complaints	Manage customer complaints
6.2.3.2	10398	Route customer complaints	10398-RouteCustomerComplaints.mdx	Route	Customer Complaints	Manage customer complaints
6.2.3.3	10399	Resolve customer complaints	10399-ResolveCustomerComplaints.mdx	Resolve	Customer Complaints	Manage customer complaints
6.2.3.4	10400	Respond to customer complaints	10400-RespondToCustomerComplaints.mdx	Respond	To Customer Complaints	Manage customer complaints
6.2.3.5	19072	Analyze customer complaints and response/redressal	19072-AnalyzeCustomerComplaintsAndResponseRedressal.mdx	Analyze	Customer Complaints And Response/redressal	Manage customer complaints
6.2.4.1	10364	Authorize return	10364-AuthorizeReturn.mdx	Authorize	Return	Process returns
6.2.4.2	20095	Process return and record reason	20095-ProcessReturnAndRecordReason.mdx	Process	Return And Record Reason	Process returns
6.2.5.1	12841	Identify incidents and adverse events	12841-IdentifyIncidentsAndAdverseEvents.mdx	Identify	Incidents And Adverse Events	Report Incidents, Adverse Events and Corrective Action Preventive Action (CAPA)
6.2.5.2	12842	Investigate incidents and adverse events	12842-InvestigateIncidentsAndAdverseEvents.mdx	Investigate	Incidents And Adverse Events	Report Incidents, Adverse Events and Corrective Action Preventive Action (CAPA)
6.2.5.3	12843	Resolve incidents and adverse events	12843-ResolveIncidentsAndAdverseEvents.mdx	Resolve	Incidents And Adverse Events	Report Incidents, Adverse Events and Corrective Action Preventive Action (CAPA)
6.2.5.4	12844	Report Corrective Action Preventive Action (CAPA)	12844-ReportCorrectiveActionPreventiveActionCapa.mdx	Report	Corrective Action Preventive Action (CAPA)	Report Incidents, Adverse Events and Corrective Action Preventive Action (CAPA)
6.2.5.5	17705	Capture and report adverse events	17705-CaptureAndReportAdverseEvents.mdx	Capture	And Report Adverse Events	Report Incidents, Adverse Events and Corrective Action Preventive Action (CAPA)
6.2.5.6	12845	Perform and report trending analytics	12845-PerformAndReportTrendingAnalytics.mdx	Perform	And Report Trending Analytics	Report Incidents, Adverse Events and Corrective Action Preventive Action (CAPA)
6.3.2.1	19655	Receive warranty claim	19655-ReceiveWarrantyClaim.mdx	Receive	Warranty Claim	Process warranty claims
6.3.2.2	12671	Validate warranty claim	12671-ValidateWarrantyClaim.mdx	Validate	Warranty Claim	Process warranty claims
6.3.2.3	19656	Investigate warranty issues	19656-InvestigateWarrantyIssues.mdx	Investigate	Warranty Issues	Process warranty claims
6.3.2.4	19660	Determine responsible party	19660-DetermineResponsibleParty.mdx	Determine	Responsible Party	Process warranty claims
6.3.2.5	19654	Manage pre-authorizations	19654-ManagePreAuthorizations.mdx	Manage	Pre-authorizations	Process warranty claims
6.3.2.6	12668	Approve or reject warranty claim	12668-ApproveOrRejectWarrantyClaim.mdx	Approve	Or Reject Warranty Claim	Process warranty claims
6.3.2.7	19661	Notify originator of approve/reject decision	19661-NotifyOriginatorOfApproveRejectDecision.mdx	Notify	Originator Of Approve/reject Decision	Process warranty claims
6.3.2.8	19662	Authorize payment	19662-AuthorizePayment.mdx	Authorize	Payment	Process warranty claims
6.3.2.9	19663	Close claim	19663-CloseClaim.mdx	Close	Claim	Process warranty claims
6.3.2.10	12667	Reconcile warranty transaction disposition	12667-ReconcileWarrantyTransactionDisposition.mdx	Reconcile	Warranty Transaction Disposition	Process warranty claims
6.3.3.1	19665	Create supplier recovery claims	19665-CreateSupplierRecoveryClaims.mdx	Create	Supplier Recovery Claims	Manage supplier recovery
